IM/JO/250,JO,250,T/JO/880,False,,,,Lasswade,False,Released,jhm,2001-10-03 13:01:04,jhm,2002-10-11 16:55:24
IM/JO/251,JO,251,T/JO/881,False,,,Tolbooth,Ayton,False,Released,jhm,2001-10-03 13:12:54,jhm,2002-10-11 16:55:41
IM/JO/252,JO,252,T/JO/896,False,,,Tolbooth,Duns,False,Released,jhm,2001-10-03 16:03:13,jhm,2002-10-11 16:55:58
IM/JO/253,JO,253,T/JO/831,False,,,,Rhynd,False,,jhm,2001-10-04 09:19:13,jhm,2002-10-18 11:02:18
IM/JO/254,JO,254,T/JO/832,False,,,,Rhynd,False,,jhm,2001-10-04 09:30:35,jhm,2002-10-18 11:01:51
IM/JO/255,JO,255,T/JO/833,False,,,,Rhynd,False,,jhm,2001-10-04 09:37:29,jhm,2002-10-18 11:01:31
IM/JO/256,JO,256,T/JO/834,False,,,,Rhynd,False,,jhm,2001-10-04 09:43:24,jhm,2002-10-18 11:01:12
IM/JO/257,JO,257,T/JO/897,False,,,,Rhynd,False,Moved,jhm,2001-10-04 09:55:46,LEM,2002-10-28 13:01:19
IM/JO/258,JO,258,T/JO/898,False,,,,Rhynd,False,Moved,jhm,2001-10-04 10:03:54,LEM,2002-10-28 13:00:46
IM/JO/259,JO,259,T/JO/899,False,,,,Rhynd,False,Moved,jhm,2001-10-04 10:10:52,LEM,2002-10-28 13:00:30
IM/JO/26,JO,26,T/JO/107,False,,,,Haddington,False,,jhm,2001-06-15 09:23:24,LEM,2002-10-28 12:55:05
IM/JO/260,JO,260,T/JO/900,False,,,,Rhynd,False,Moved,jhm,2001-10-04 10:17:33,LEM,2002-10-28 13:01:04
IM/JO/261,JO,261,T/JO/901,False,,,,Rhynd,False,Moved,jhm,2001-10-04 10:26:13,LEM,2002-10-28 13:00:12
IM/JO/262,JO,262,T/JO/830,False,,,Tolbooth,Eyemouth,False,Released,jhm,2001-10-04 10:56:35,LEM,2002-10-28 12:59:43
IM/JO/263,JO,263,T/JO/905,False,,,,Eyemouth,False,Released,jhm,2001-10-04 11:38:45,jhm,2002-10-11 16:56:15
IM/JO/264,JO,264,T/JO/939,False,,,,,False,,jhm,2001-10-09 10:42:19,LEM,2002-10-28 13:03:27
IM/JO/265,JO,265,T/JO/940,False,,,,,False,,jhm,2001-10-09 10:46:51,LEM,2002-10-28 13:03:14
IM/JO/266,JO,266,T/JO/941,False,,,,,False,,jhm,2001-10-09 10:50:46,LEM,2002-10-28 13:03:03
IM/JO/267,JO,267,T/JO/942,False,,,,,False,,jhm,2001-10-09 10:54:25,LEM,2002-10-28 13:02:49
IM/JO/268,JO,268,T/JO/943,False,5/1662,1662-04-09 00:00:00,,,False,,jhm,2001-10-09 10:58:43,jhm,2001-10-09 10:58:47
IM/JO/269,JO,269,T/JO/944,False,,,,,False,,jhm,2001-10-09 11:51:06,LEM,2002-10-28 13:01:37
IM/JO/27,JO,27,T/JO/108,False,,,,Haddington,False,,jhm,2001-06-15 09:39:57,LEM,2002-10-28 12:54:11
IM/JO/270,JO,270,T/JO/945,False,,,,,False,,jhm,2001-10-09 11:56:33,LEM,2002-10-28 13:02:08
IM/JO/271,JO,271,T/JO/946,False,,,,,False,,jhm,2001-10-09 12:00:15,LEM,2002-10-28 13:01:52
IM/JO/272,JO,272,T/JO/947,False,,,,,False,,jhm,2001-10-09 12:06:32,jhm,2002-10-18 11:42:34
IM/JO/273,JO,273,T/JO/951,False,,,,Lauder,False,,jhm,2001-10-09 13:03:55,LEM,2002-10-28 13:04:29
IM/JO/274,JO,274,T/JO/952,False,,,,Lauder,False,,jhm,2001-10-09 13:15:05,LEM,2002-10-28 13:04:55
IM/JO/275,JO,275,T/JO/953,False,,,,Lauder,False,,jhm,2001-10-09 13:28:09,LEM,2002-10-28 13:04:43
IM/JO/276,JO,276,T/JO/957,True,,,,Edinburgh,False,,jhm,2001-10-09 15:32:34,LEM,2002-10-28 13:04:13
IM/JO/277,JO,277,T/JO/957,False,,,Tolbooth,Auchtermuchty,True,Moved,jhm,2001-10-09 15:32:49,LEM,2002-10-28 13:04:10
IM/JO/278,JO,278,T/JO/958,False,,,Tolbooth,Jedburgh,False,,jhm,2001-10-09 15:45:00,jhm,2002-10-11 16:56:32
IM/JO/279,JO,279,T/JO/969,False,10/1/1662,1661-12-19 00:00:00,,Montrose,True,Moved,jhm,2001-10-11 09:18:01,jhm,2001-10-11 09:18:41
IM/JO/28,JO,28,T/JO/109,False,,,,Haddington,False,,jhm,2001-06-15 09:52:51,jhm,2002-10-11 16:41:52
IM/JO/280,JO,280,T/JO/969,False,16/9/1662,1662-08-25 00:00:00,,Forfar,False,Released,jhm,2001-10-11 09:18:41,jhm,2001-10-11 09:19:21
IM/JO/281,JO,281,T/JO/970,False,10/1/1662,1661-12-19 00:00:00,,Montrose,True,Moved,jhm,2001-10-11 09:30:04,jhm,2001-10-11 09:30:18
IM/JO/282,JO,282,T/JO/970,False,16/9/1662,1662-08-25 00:00:00,,Forfar,False,Released,jhm,2001-10-11 09:30:18,jhm,2001-10-11 09:30:30
IM/JO/283,JO,283,T/JO/984,False,7/1662,1662-06-09 00:00:00,Tolbooth,Inverness,False,,jhm,2001-10-11 12:59:44,jhm,2001-10-11 13:00:01
IM/JO/284,JO,284,T/JO/986,False,,,House,Comer,False,,jhm,2001-10-11 13:19:36,jhm,2002-10-18 11:00:53
IM/JO/285,JO,285,T/JO/987,False,,,House,Comer,False,,jhm,2001-10-11 13:35:38,jhm,2002-10-18 11:00:48
IM/JO/286,JO,286,T/JO/988,False,6/1662,1662-05-10 00:00:00,,,False,,jhm,2001-10-11 14:41:21,jhm,2001-10-11 14:41:26
IM/JO/287,JO,287,T/JO/989,False,,,House,Comer,False,,jhm,2001-10-11 14:48:41,jhm,2002-10-18 11:00:09
IM/JO/288,JO,288,T/JO/990,False,,,House,Comer,False,,jhm,2001-10-11 14:56:15,jhm,2002-10-18 11:00:26
IM/JO/289,JO,289,T/JO/991,False,,,House,Comer,False,,jhm,2001-10-11 15:05:18,jhm,2002-10-18 10:59:52
IM/JO/29,JO,29,T/JO/111,False,,,,Haddington,False,,jhm,2001-06-15 10:00:49,jhm,2002-10-11 16:42:09
IM/JO/290,JO,290,T/JO/992,False,,,House,Comer,False,,jhm,2001-10-11 15:12:39,jhm,2002-10-18 10:59:33
IM/JO/291,JO,291,T/JO/993,False,,,House,Comer,False,,jhm,2001-10-11 15:19:36,jhm,2002-10-18 10:58:55
IM/JO/292,JO,292,T/JO/994,False,,,House,Comer,False,,jhm,2001-10-11 15:27:01,jhm,2002-10-18 10:58:17
IM/JO/293,JO,293,T/JO/996,False,,,House,Comer,False,,jhm,2001-10-11 15:39:19,jhm,2002-10-18 10:57:52
