Species,catalog.num,field.num,SVL,Head.width,Head.length,Internarial,Interorbital,Eye.length,Eye.naris,Naris.snout,Antebrachial.length,Femur.length,Tibio.fibula,Family
Atelopus_spumarius,63042,,27.69,8.18,8.62,2.41,4.66,3.26,2.11,1.22,6.46,12.62,12.21,Bufonidae
Atelopus_spumarius,63040,,25.82,7.89,7.89,2,5.03,2.62,2.06,1.32,6.53,12.28,12,Bufonidae
Atelopus_spumarius,63041,,27.33,8.26,8.72,2.36,5.08,2.89,1.9,1.36,6.4,12.39,11.87,Bufonidae
Atelopus_spurrelli,167391,,28.69,8.04,9.3,3.11,5.59,2.91,2.22,1.51,8.2,12.58,14.55,Bufonidae
Atelopus_spurrelli,167387,,26.71,6.7,8.15,2.18,5.55,3.02,1.91,1.1,6.89,11.5,12.61,Bufonidae
Atelopus_spurrelli,167390,,27.24,6.54,7.81,2.38,4.88,2.73,1.9,1.63,6.89,12.05,13.42,Bufonidae
Atelopus_varius,238398,,40.97,10.63,11.35,3.36,7.04,3.05,2.68,1.64,10.24,15.83,16.3,Bufonidae
Atelopus_varius,126015,4792,45.53,11.58,13.07,3.85,7.81,3.61,2.82,1.93,10.95,19.39,21.15,Bufonidae
Atelopus_varius,129025,5110,43.58,11.35,11.9,3.53,6.39,3.37,2.8,1.94,9.69,17.57,19.14,Bufonidae
Atelopus_varius,129025,5112,42.33,10.61,12.14,3.62,7.1,3.74,2.74,1.87,9.76,16.25,16.93,Bufonidae
Atelopus_varius,238397,,41.68,10.55,11.93,3.02,6.53,3,2.45,2.01,8.49,15.03,15.91,Bufonidae
Atelopus_zeteki,131094,FS IJ 2532,52.66,13.94,15.11,3.75,9.55,4.96,3.18,1.93,12.88,22.78,24.17,Bufonidae
Atelopus_zeteki,131094,FS IJ 2527,46.33,11.99,13.07,3.71,8.5,4.17,2.69,2,10.36,19.04,22.44,Bufonidae
Atelopus_zeteki,131095,,52.96,14.06,15.46,4.54,9.34,4.43,4.13,2.4,13.95,25.73,25.07,Bufonidae
Atelopus_zeteki,131094,FS IJ 2530,41.59,11.1,12.36,3.62,7.32,5.43,2.54,2.06,10.34,21.12,20.39,Bufonidae
Atelopus_zeteki,131094,FS IJ 2534,38.46,11.33,12.36,3.26,7.96,4.15,2.88,1.7,9.43,17.26,18.92,Bufonidae
Bufo_bankorensis,183277,,64.09,23.86,21.39,2.08,9.29,5.69,4.44,1.91,19.93,29.34,29.06,Bufonidae
Bufo_bankorensis,183733,,63.73,24.29,21.33,2.42,9.98,5.31,4.21,1.68,21.08,24.36,32.56,Bufonidae
Bufo_bankorensis,183732,,64.09,23.43,22.72,2.3,9.47,5.06,4.53,1.96,21.26,30.55,28.15,Bufonidae
Bufo_bankorensis,183734,,60.63,18.3,18.48,2.29,7.65,5.16,3.94,1.32,17.43,23.43,27.44,Bufonidae
Bufo_bankorensis,183731,,63.01,24.39,21.89,2.28,9.42,5.09,4.24,2.08,20.29,27.58,27.27,Bufonidae
Bufo_bufo,74311,E,86.61,29.7,25.94,2.95,9.33,5.86,4.06,3.38,21.16,33.54,30.44,Bufonidae
Bufo_bufo,74311,C,92.81,33.04,28.41,4.58,11.55,8.05,4.43,3.62,23.97,40.88,34.86,Bufonidae
Bufo_bufo,74311,D,93.28,32.04,26.81,4.11,11.03,7.24,4.56,2.12,24.01,38.21,34.35,Bufonidae
Bufo_bufo,74311,A,89.08,30.38,27.06,3.4,10.73,7.82,4.25,2.13,22.68,41.91,31.83,Bufonidae
Bufo_bufo,74311,B,66.7,24.16,20.34,2.34,6.97,6.09,3.5,2.1,21.59,31.43,27.7,Bufonidae
Bufo_japonicus,54380,A,61.87,24.48,21.08,2.44,8.37,5.08,3.44,1.92,18.03,22,22.8,Bufonidae
Bufo_japonicus,54385,,70.74,25.85,22.79,2.71,10.61,5.75,4.29,1.64,18.81,31.41,25.39,Bufonidae
Bufo_japonicus,54380,B,64.31,26.24,22.47,2.59,9.35,5.41,4.53,1.83,18.3,30.73,26.35,Bufonidae
Bufotes_viridis,113505,J,63.2,22.84,20.51,3,9.28,6.33,4.07,2.05,16.73,27.83,25.21,Bufonidae
Bufotes_viridis,113505,A,57.16,17.82,16.98,1.99,6.93,4.39,3.66,1.37,14.02,23.4,20.5,Bufonidae
Bufotes_viridis,172129,,58.63,18.52,19.06,2.09,7.27,5.62,4.44,1.57,13.99,22.54,22.17,Bufonidae
Bufotes_viridis,113505,I,57.91,18.46,18.36,1.87,7.13,5.94,3.8,1.84,13.47,22.99,20.61,Bufonidae
Bufotes_viridis,113505,G,57.04,18.99,18.91,2.2,8.06,5.33,4.06,1.37,13.65,23.25,20.6,Bufonidae
Bufotes_viridis,65676,,152.96,62.71,50.14,10.21,27.81,12.25,10.85,5.66,33.47,61.42,53.73,Bufonidae
Dendrophryniscus_brevipollicatus,204307,,22.87,5.56,6.75,0.98,3.46,1.67,2.26,0.9,5.15,6.59,9.45,Bufonidae
Dendrophryniscus_brevipollicatus,204310,,18.76,5.21,5.9,1.07,3.04,1.63,2.1,0.82,5.19,6.07,8.34,Bufonidae
Dendrophryniscus_brevipollicatus,204313,,18.95,5.44,7.26,0.95,3.55,1.49,2.18,0.79,5.37,7.48,9.03,Bufonidae
Dendrophryniscus_brevipollicatus,204314,,15.61,4.13,5.4,0.97,2.69,1.43,1.66,0.68,4.4,5.88,6.63,Bufonidae
Dendrophryniscus_brevipollicatus,127926,12979,17.22,4.83,5.63,0.93,2.36,1.68,1.8,0.92,4.12,6.86,6.77,Bufonidae
Duttaphrynus_melanostictus,199154,,66.14,23.31,21.4,2.91,9.45,7.05,2.84,1.47,16.22,24.95,23.62,Bufonidae
Duttaphrynus_melanostictus,199151,,63.93,21.73,20.9,2.41,8.23,6.25,3.29,1.62,17.42,27.54,24.06,Bufonidae
Duttaphrynus_melanostictus,199152,,65.24,21.27,22.08,2.9,8.39,6.19,3.7,1.94,17.74,25.47,22.96,Bufonidae
Duttaphrynus_melanostictus,199155,,62.57,21.91,21.02,2.83,8.86,5.79,3.86,1.51,15.66,26.41,23.33,Bufonidae
Duttaphrynus_melanostictus,199148,,65.28,22.19,22.13,2.92,9.13,5.86,4.53,1.63,17.97,28.23,23.91,Bufonidae
Incilius_alvarius,102297,,79.84,31.3,25.53,4.41,12.62,6.22,6.49,2.39,21.38,30.73,32.06,Bufonidae
Incilius_alvarius,102296,,86.87,37.18,31.29,5.51,13.63,7.56,7.34,2.83,22.25,31.38,33.04,Bufonidae
Incilius_alvarius,102295,,102.93,39.1,31.05,5.54,15.59,7.29,6.96,2.99,23.28,34.61,36.68,Bufonidae
Incilius_alvarius,102298,,77.4,30.51,26.5,3.16,12.02,6.39,5.71,2.37,19.17,24.91,26.92,Bufonidae
Incilius_alvarius,102299,,79.75,30.16,29.01,4.02,12.19,6.62,7.05,2.26,21.46,31.04,31.78,Bufonidae
Incilius_aucoinae,129019,,75.3,27.71,27.82,2.69,11.66,7.21,6.59,1.64,21.86,32.89,36.32,Bufonidae
Incilius_aucoinae,129020,,65.21,21.32,22.67,1.99,9.14,6.38,4.32,1.72,19.03,28.62,30.89,Bufonidae
Incilius_aucoinae,123620,,50.25,17.14,18.76,1.64,7.49,5.26,4.63,1.12,15.39,23.42,24.94,Bufonidae
Incilius_bocourti,94499,,60.54,23.37,21.97,2.4,7.96,5.07,4.13,1.68,19.39,31.72,27.59,Bufonidae
Incilius_bocourti,94506,,69.86,27.5,24.39,2.27,8.56,5.53,4.68,1.48,22.17,37.32,32.29,Bufonidae
Incilius_bocourti,87758,,66.61,24.05,21.9,2.49,7.88,5.47,4.04,1.81,19.36,28.97,28.68,Bufonidae
Incilius_bocourti,94505,,69.77,27.36,22.97,2.87,8.81,5.75,5.02,1.75,19.9,30.84,28.48,Bufonidae
Incilius_bocourti,94507,,68.46,25.53,21.28,2.21,8.4,5.25,4.06,1.58,18.88,30.74,28.26,Bufonidae
Incilius_campbelli,89170,A,46.51,17.13,17.94,1.97,6.89,5.97,3.77,1.67,10.47,21.83,21.41,Bufonidae
Incilius_campbelli,124385,FS LCS 7825,50.14,17.24,17.91,2.19,7.53,5.61,3.18,1.88,15.01,20.09,24.71,Bufonidae
Incilius_campbelli,124385,FS LCS 7824,54.89,19.51,20.95,2.16,8.04,6.8,4.02,1.46,15.06,18.28,24.35,Bufonidae
Incilius_campbelli,124385,FS LCS 7826,49.55,17.15,18.72,1.72,7.6,6.21,3.02,1.45,13.92,16.5,21.57,Bufonidae
Incilius_campbelli,89170,B,61.2,21.32,23.06,2.96,9.18,6.97,4.97,2.71,15.79,26.52,26.7,Bufonidae
Incilius_canaliferus,131936,,42.79,13.46,12.27,3.42,7.04,4.64,3.66,2.03,9.77,14.04,18.52,Bufonidae
Incilius_canaliferus,107811,A,45.87,16.25,14.03,2.89,6.83,5.89,3.93,2.16,11.43,19.62,21.5,Bufonidae
Incilius_canaliferus,107812,A,44.78,14.02,14.09,2.6,6.77,5.62,3.46,2.01,11.42,18.25,19.34,Bufonidae
Incilius_canaliferus,120459,FS LCS 8781,52.51,17.04,16.62,2.5,7.18,6.49,4.02,1.88,12.36,17.73,22.14,Bufonidae
Incilius_canaliferus,107812,B ,44.13,15.43,13.6,2.26,7,5.63,3.75,1.78,11.3,19.09,20.2,Bufonidae
Incilius_cavifrons,121230,FS EF 4082,56.81,21.39,22.86,1.89,8.58,5.76,4.15,2.13,16.13,22.64,25.58,Bufonidae
Incilius_cavifrons,121230,FS EF 4080,54.72,18.75,19.71,1.82,8.35,5.48,4.19,1.95,15.37,21.08,24.45,Bufonidae
Incilius_cavifrons,121230,FS EF 4079,81.48,28.25,30.35,3.5,11.99,7.87,6.85,2.52,22.4,29.77,34.59,Bufonidae
Incilius_cavifrons,121230,FS EF4081,60.14,22.21,22.76,1.99,8.11,6.04,5.18,1.75,17.53,23.34,27.48,Bufonidae
Incilius_coccifer,116470,FS CD 2917,66.17,24.95,22.69,2.22,8.31,5.22,3.91,1.51,14.96,21.63,22.09,Bufonidae
Incilius_coccifer,118356,FS CD 7470,67.67,24.48,20.46,2.24,9,4.71,3.51,1.83,15.45,20.68,22.46,Bufonidae
Incilius_coccifer,116470,FS CD 2684,68.28,24.92,21.9,2.23,8.26,6.52,3.96,2.53,15.07,23.08,24.66,Bufonidae
Incilius_coccifer,116468,,73.4,26.97,22.82,2.58,10.69,6.05,3.86,1.95,16.18,25.65,24.73,Bufonidae
Incilius_coccifer,116470,FS CD 2916,70.45,25.96,23.22,2.31,9.96,6.02,4.03,2.02,16.28,22.67,23.97,Bufonidae
Incilius_cycladen,115357,FS WED 9275,51.41,19.5,14.65,2.04,8.35,5.25,2.99,1.64,9.97,18.07,19.02,Bufonidae
Incilius_cycladen,119270,FS WED 13425,60.12,23.67,19.05,3.22,9.89,6.73,4.83,2.24,14.3,23.41,22.18,Bufonidae
Incilius_cycladen,115357,FS WED 9274,50.63,18.57,15.16,1.92,8.61,5.61,3.42,1.8,12.25,17.75,19.61,Bufonidae
Incilius_cycladen,115357,FS WED 9276,49.64,18.05,16.11,2.57,8.77,5.22,3.6,2,11.37,18.2,18.34,Bufonidae
Incilius_cycladen,119270,FS WED 13426,57.75,20.28,17.76,1.91,8.33,5.85,3.76,2.16,11.62,20.91,19.81,Bufonidae
Incilius_ibarrai,120047,FS LCS 8657,78.75,30.2,26.08,3.4,10.97,7.7,5.64,1.6,21.07,22.45,30.78,Bufonidae
Incilius_ibarrai,120047,FS LCS 8656,77.08,30.11,25.94,3.22,10.02,7.04,4.67,1.54,18.06,23.51,28.81,Bufonidae
Incilius_ibarrai,120047,FS LCS 8662,80.61,29.83,25.27,3.39,10.08,6.47,5.72,1.88,20.18,26.57,28.73,Bufonidae
Incilius_ibarrai,120047,FS LCS 8660,83.78,30.66,26.1,3.19,10.76,7.34,4.81,2.1,19.99,27.14,29.35,Bufonidae
Incilius_ibarrai,120047,FS LCS 8655,80.25,30.52,27.1,3.01,11.35,6.97,5.14,1.53,20.73,26.1,31.16,Bufonidae
Incilius_luetkenii,106795,FS LCS 5436,88.39,29.33,25.04,2.83,10.51,9.78,4.6,1.92,21.74,27.93,34.19,Bufonidae
Incilius_luetkenii,106795,FS LCS 5459,87.09,29.09,28.01,3.02,12.03,7.89,6.84,2.01,20.66,27.17,33.76,Bufonidae
Incilius_luetkenii,137348,RAN 18542,87.72,28.82,27.71,2.45,11.45,8.16,5.41,1.64,19.87,34.18,32.4,Bufonidae
Incilius_luetkenii,106796,,88.6,29.47,27.37,2.77,11.9,7.86,5.19,2.24,21.49,22.98,31.23,Bufonidae
Incilius_luetkenii,106795,FS LCS  5437,87.91,29.39,26.35,2.97,11.2,7.99,5.24,1.68,29.44,30.01,32.23,Bufonidae
Incilius_macrocristatus,123994,DCH 997,66.67,24.47,25.48,2.06,9.66,7.12,4.82,2.01,18.8,27.73,30.12,Bufonidae
Incilius_macrocristatus,123994,DCH 994,59.36,20.94,20.38,2.25,7.65,5.95,4.02,1.24,17.26,24.75,27.17,Bufonidae
Incilius_macrocristatus,123994,DCH 995,59.11,20.83,20.92,2.19,7.92,6.19,3.99,1.41,16.88,24.44,27.49,Bufonidae
Incilius_macrocristatus,123994,A,59.24,19.94,19.48,2,8.15,6.05,4.32,1.69,17.24,25.5,27.27,Bufonidae
Incilius_marmoreus,104550,FS JAP 1075,66.73,24.01,22.19,2.11,8.38,6.9,4.11,1.57,16.37,22.83,24.05,Bufonidae
Incilius_marmoreus,104550,FS JAP 1074,67.1,21.52,21.19,2.14,8.08,6.4,3.81,1.85,15.39,20.68,23.6,Bufonidae
Incilius_marmoreus,104550,FS JAP 1077,64.84,20.62,19.96,2.19,7.64,6.56,3.71,1.63,15.91,20.8,22.76,Bufonidae
Incilius_marmoreus,104550,FS JAP 1073,66.22,20.88,20.51,2.52,7.8,6.31,3.77,1.76,16.25,20.51,23.16,Bufonidae
Incilius_marmoreus,104547,,65.68,22.72,22.76,2.6,9.25,6.87,4.32,1.72,17.08,21.41,24.55,Bufonidae
Incilius_mazatlanensis,134102,,73.77,27.09,22.02,2.32,8.95,7.37,4.37,1.8,18.08,26.28,26.61,Bufonidae
Incilius_mazatlanensis,117353,FS CFW 3576,69.04,25.27,21.59,2.16,8.8,7.28,5.33,1.79,17.09,19.31,26.1,Bufonidae
Incilius_mazatlanensis,134104,FS CFW 3578,67.5,25.39,21.32,2.1,9.22,6.41,4.39,1.29,17.16,22.16,26.85,Bufonidae
Incilius_mazatlanensis,134104,FS AA 1640,70.89,25.09,23.81,2.15,8.78,6.34,5,1.3,18.24,26.39,26.2,Bufonidae
Incilius_mazatlanensis,134104,FS AA 1639,76.53,26.24,23.7,2.51,8.77,6.36,4.24,1.5,18.32,27,27.18,Bufonidae
Incilius_occidentalis,94285,,64.74,22.47,22.64,2.1,8.72,5.77,4.32,2.04,18.64,26.03,25.75,Bufonidae
Incilius_occidentalis,112774,,77.87,26.22,24.87,2.48,9.57,6.73,5.04,1.42,20.62,32.43,30.24,Bufonidae
Incilius_occidentalis,94286,,85,28.68,26.57,2.84,11.25,7.08,5.76,1.6,21.68,29.68,30.49,Bufonidae
Incilius_occidentalis,94287,,75.16,27.51,26.07,2.56,9.8,6.54,4.81,1.54,21.56,28.87,31.47,Bufonidae
Incilius_occidentalis,112773,,79.02,26.44,24.84,3.23,11.03,6.48,4.05,2.09,21.2,29.56,29.69,Bufonidae
Incilius_perplexus,115378,,63.65,18.42,16.15,1.88,8.02,4.36,3.7,1.58,14.27,20.78,21.18,Bufonidae
Incilius_perplexus,115376,FS WED 9150,59.06,17.71,16.52,2.13,8.08,4.44,3.56,1.13,14.77,21.11,22.04,Bufonidae
Incilius_perplexus,99496,A,57.75,17.46,16.13,2.49,7.39,4.14,3.92,1.78,13.82,17.58,19.67,Bufonidae
Incilius_perplexus,99496,B,50.3,16.64,14.81,1.92,6.77,4.59,3.22,1.05,11.82,16.28,17.99,Bufonidae
Incilius_perplexus,115375,FS WED 9147,57.9,17.69,14.75,2.2,7.26,4.86,3.11,1.3,12.05,19.89,20.21,Bufonidae
Incilius_pisinnus,112794,FS WED 7059,58.79,18.74,17.97,2.41,7.78,3.96,4.19,1.67,12.07,19.91,17.55,Bufonidae
Incilius_pisinnus,121578,,58.53,20.77,18.03,2.32,8.1,4.36,4.56,1.34,13.18,21.45,20.97,Bufonidae
Incilius_pisinnus,115355,,59.31,19.2,17.7,2.09,7.77,3.94,3.65,1.34,12.19,19.81,19.71,Bufonidae
Incilius_pisinnus,115353,FS WED 10974,53.97,18.06,16.18,1.98,7.95,3.91,3.77,1.51,11.8,17.92,18.52,Bufonidae
Incilius_pisinnus,112794,FS WED 7060,54.13,18.24,16.43,1.98,8.01,4,3.54,1.5,10.64,18.18,18.42,Bufonidae
Incilius_tutelarius,218910,,39.22,15.94,16.27,1.81,6.99,4,3.89,1.42,10.69,13.32,18.45,Bufonidae
Incilius_tutelarius,94554,,40.74,15.47,16.18,1.75,6.24,4.14,3.14,1.11,11.16,18.86,16.88,Bufonidae
Incilius_tutelarius,218913,,46.93,17.92,17.84,1.38,7.44,4.55,3.55,1.22,14.48,16.95,19.64,Bufonidae
Incilius_tutelarius,218911,,38.15,16.1,15.98,1.41,6.69,3.54,2.96,1.18,11.99,18.95,17.28,Bufonidae
Incilius_valliceps,90978,,66.64,22.73,22.93,2.1,8.74,5.3,5.03,1.12,17.81,25.47,27.4,Bufonidae
Incilius_valliceps,90979,,65.41,25.79,24.58,1.77,9.52,5.26,5.37,1.87,19.98,27.21,28.1,Bufonidae
Incilius_valliceps,70396,,75.75,26.49,25.7,1.88,9.87,6.5,5.21,1.44,19.18,28.22,28.31,Bufonidae
Incilius_valliceps,70399,,77.81,28.02,26.02,2.39,10.53,6.52,5.83,1.29,20.3,32.49,29.18,Bufonidae
Incilius_valliceps,90976,,65.2,23.47,22.28,1.95,8.84,5.34,4.53,1.51,18,29.61,26.03,Bufonidae
Ingerophrynus_divergens,201666,,40.73,13,11.73,2.77,5.74,3.27,2.51,2.05,13.15,20.53,19.91,Bufonidae
Ingerophrynus_divergens,201653,,42.68,12.97,10.85,2.41,5.91,4.18,2.84,1.54,12.58,17.62,20.42,Bufonidae
Ingerophrynus_divergens,201654,,48.82,14.78,14.09,3.43,7.15,5.24,3.44,2.01,14.39,17.93,22.88,Bufonidae
Ingerophrynus_divergens,201664,,43.54,13.82,11.98,2.2,6.12,5.1,3.22,1.87,12.8,17.03,20.68,Bufonidae
Ingerophrynus_divergens,201655,,42.57,12.23,12.05,2.33,6.11,4.97,2.8,1.73,12.84,17.87,20.78,Bufonidae
Leptophryne_borbonica,64973,,24.75,6.99,7.98,1.29,3.41,2.36,1.63,0.89,7.05,13.8,13.44,Bufonidae
Leptophryne_borbonica,68376,,23.19,6.6,8.75,1.05,3.85,2.06,1.81,0.97,6.79,9.65,11.75,Bufonidae
Leptophryne_borbonica,68804,,22.72,6.02,7.15,1.2,2.71,2.5,2.03,1.06,5.57,9.91,10.81,Bufonidae
Leptophryne_borbonica,68805,bigger one,21.92,6.3,7.09,1.02,2.66,2.24,1.8,1.08,5.27,9.53,11.36,Bufonidae
Melanophryniscus_stelzneri,94078,A,25.24,7.31,6.64,1.17,3.93,1.99,2,1.18,6.86,9.07,8.46,Bufonidae
Melanophryniscus_stelzneri,98842,A,28.75,8.05,6.68,1.12,4.26,2.12,2,1.03,6.85,9.02,8.36,Bufonidae
Melanophryniscus_stelzneri,94078,B,24.23,7.02,6.08,1.02,4.03,1.67,2.09,0.88,6.14,8.55,8.54,Bufonidae
Melanophryniscus_stelzneri,98842,B,26.8,7.63,6.69,1.04,4.31,2.09,2.22,0.94,6.33,8.5,8.32,Bufonidae
Melanophryniscus_stelzneri,98842,C,30.53,7.93,7.29,1.25,4.95,2.25,2.58,1.29,6.56,8.53,8.4,Bufonidae
Mertensophryne_micranotis,148814,MCZ,19.85,5.5,5.91,0.89,3.46,2.24,1.97,0.49,4.68,6.88,6.3,Bufonidae
Mertensophryne_micranotis,148797,MCZ,17.27,5.32,5.72,1.27,3.16,2.17,1.9,0.45,4.04,6.81,6,Bufonidae
Mertensophryne_micranotis,148813,MCZ,17.17,5.26,5.69,1.22,2.89,2.16,1.85,0.36,4.15,6.65,5.78,Bufonidae
Nannophryne_variegata,203700,,36.97,10.86,9.78,1.22,3.8,2.87,1.77,1.12,8.11,10.41,10.48,Bufonidae
Nannophryne_variegata,203698,,35.21,10.02,10.52,1.36,3.6,2.89,2.02,1.15,8.5,11.8,10.76,Bufonidae
Nannophryne_variegata,203699,,30.06,8.29,9.62,1.05,3.57,2.35,1.72,0.91,8.02,12.27,10.6,Bufonidae
Nannophryne_variegata,203701,,26.1,8.53,9.02,1.38,3.06,2.66,1.43,0.88,7.98,11.86,10.15,Bufonidae
Nannophryne_variegata,203697,,28.82,7.72,9.13,1.57,4.04,2.55,2.17,1.18,7.23,10.24,10.31,Bufonidae
Nectophrynoides_viviparus,61362,,50.56,17.99,19.48,2.82,8.05,4.58,3.8,1.44,14.12,24.54,23.44,Bufonidae
Nectophrynoides_viviparus,222750,,35.29,13.11,12.57,2.06,5.87,3.54,2.88,1.5,11.03,13.12,17.13,Bufonidae
Nectophrynoides_viviparus,64561,,35.23,11.09,13.24,1.99,5.3,3.73,2.78,1.36,9.99,14.54,15.75,Bufonidae
Nectophrynoides_viviparus,222749,,36.65,11.32,12.86,1.78,5.59,3.92,3.29,1.39,9.77,15.82,16.01,Bufonidae
Nectophrynoides_viviparus,64562,,36.04,13.87,14.51,2.02,6.28,3.79,3.39,1.44,11.26,17.34,17.53,Bufonidae
Peltophryne_guentheri,55686,metal tag,65.48,21.87,18.49,2.07,10.29,5,6.3,1.3,11.6,16.69,23.03,Bufonidae
Peltophryne_guentheri,55686,A,76.21,24.66,21.46,2.98,11.33,5.46,6.31,1.53,16.65,23.71,24.47,Bufonidae
Peltophryne_peltocephala,64551,,90.57,32.56,30.79,3.7,16.38,7.6,10,2.09,22.82,29.9,31.69,Bufonidae
Peltophryne_peltocephala,116978,,97.6,35.72,31.66,5.51,17.5,9.66,8.25,2.31,25.08,41.58,33.99,Bufonidae
Peltophryne_peltocephala,70879,A,94.67,32.86,29.36,3.65,14.62,7.85,8.67,2.12,19.81,26.75,29.09,Bufonidae
Peltophryne_peltocephala,70871,,131.9,51.43,38.86,7.28,24.05,13.16,10.67,3.83,25.3,40.45,45.88,Bufonidae
Peltophryne_peltocephala,70872,,127.15,50.83,38.9,7.07,23.69,14.06,10.3,3.57,25.44,45.51,43.06,Bufonidae
Peltophryne_peltocephala,70868,,125.45,49.22,39.2,6.86,23.26,11.97,9.73,4.13,26.07,45.21,43.28,Bufonidae
Poyntonophrynus_fenoulheti,193511,,39.95,11.28,10.58,1.14,5.2,2.95,3.1,1.06,9.11,14.03,14.43,Bufonidae
Poyntonophrynus_fenoulheti,193504,,34.17,10.57,11.04,0.82,4.82,3.28,2.4,0.78,7.05,12.69,12.28,Bufonidae
Rhaebo_glaberrimus,55595,,43.46,14.88,15.49,2.89,7.57,4.81,3.66,2.52,10.23,15.31,17.73,Bufonidae
Rhaebo_glaberrimus,117924,,50.43,17.56,15.8,3.58,9.61,5.99,3.85,3.15,12.08,15.11,22.58,Bufonidae
Rhaebo_glaberrimus,83684,X-427,49.28,15.28,16.8,2.99,8.85,5.18,3.83,2.74,11.09,16.67,17.49,Bufonidae
Rhaebo_glaberrimus,83684,X-439,56.71,20.35,18.61,4.19,10.1,6.39,4.81,3.14,12.68,16.82,22.87,Bufonidae
Rhaebo_glaberrimus,90387,,85.2,30.96,28.41,6.04,15.99,8.13,6.93,3.95,22.63,33.83,37.92,Bufonidae
Rhaebo_glaberrimus,89709,,165.52,63.4,55.92,13.96,32.5,14.98,11.03,8.9,34.69,64.72,65.02,Bufonidae
Rhaebo_glaberrimus,89710,,166.3,64.41,53.86,14.07,32.44,16.09,12.68,7.36,31.97,70.08,64.78,Bufonidae
Rhaebo_glaberrimus,89704,,168.9,63.68,55.04,12.04,32.04,15.98,12.51,6.14,36.42,68.17,66.79,Bufonidae
Rhaebo_guttatus,82732,A,66.55,23.4,23.55,3.79,12.42,8.59,4.52,3.76,20.58,32.69,28.86,Bufonidae
Rhaebo_guttatus,83732,B,64.17,19.87,19.2,2.99,11.01,6.38,4.03,1.87,16.6,24.94,24.72,Bufonidae
Rhaebo_guttatus,83607,A,64.77,19.93,20.39,3.84,11,7.46,4.16,2.02,17.68,25.68,24.9,Bufonidae
Rhaebo_guttatus,85214,A,61.17,19.32,21.18,3.46,10.78,6.27,4.34,2.67,17.51,23.77,23.52,Bufonidae
Rhaebo_guttatus,83731,A,55.87,16.39,18.42,2.64,8.94,5.78,3.47,2.47,15.63,20.33,22.41,Bufonidae
Rhaebo_guttatus,246625,,175.35,57.75,49.87,13.33,31.58,13.35,13.2,6.12,38.32,65.58,61.62,Bufonidae
Rhaebo_guttatus,83730,,141.94,53.37,47.02,11.9,26.46,13.46,10.53,6.38,30.89,60.47,51.96,Bufonidae
Rhaebo_haematiticus,123590,FS GH 2642,57.87,17.44,18.32,2.55,9.08,5.47,4.2,2.03,16.13,29.26,28.89,Bufonidae
Rhaebo_haematiticus,118353,FS CD 7539,52.44,16.16,16.86,2.77,7.98,5.74,3.3,1.81,13.37,22.7,25.52,Bufonidae
Rhaebo_haematiticus,118353,FS CD 7540,60.57,21.24,19.24,2.04,9.85,5.93,4.07,2.32,15.46,19.84,32.49,Bufonidae
Rhaebo_haematiticus,125464,FS IJ 1410,69.09,21.67,21.01,3.11,9.95,6.31,4.13,2.08,18.11,30.99,33.25,Bufonidae
Rhaebo_haematiticus,74298,,60.58,19.93,20.24,3.17,9.39,5.98,4.19,2.58,16.09,29.23,28.43,Bufonidae
Rhinella_crucifer,204238,,87.41,32.71,27.52,3.69,11.62,7.28,4.77,1.95,20.98,41.47,38.12,Bufonidae
Rhinella_crucifer,104288,,63.09,25.35,24.41,2.32,9.15,6.1,4.71,1.57,17.29,28.95,29.17,Bufonidae
Rhinella_crucifer,83104,A ,59.62,24.26,21.88,2.84,8.53,6.33,5.32,1.59,17.46,29.62,28.89,Bufonidae
Rhinella_crucifer,204237,,60.09,22.43,20.8,2.94,8.68,6.12,4.61,1.53,16.89,24.34,29.54,Bufonidae
Rhinella_crucifer,116980,,68.21,26.32,23.78,2.47,10.67,6.8,5.63,1.78,17.7,31.48,30.7,Bufonidae
Rhinella_granulosa,85134,A,65.51,21.47,15.6,2.01,7.81,8.54,4.07,2.13,15.76,23.29,24.17,Bufonidae
Rhinella_granulosa,85135,A,60.56,19.91,15.29,1.73,6.81,7.56,3.59,1.66,14.83,23.35,21.35,Bufonidae
Rhinella_granulosa,85135,B,70.04,22.8,17.46,1.98,9.36,8.53,4.34,1.43,15.68,25.62,22.77,Bufonidae
Rhinella_granulosa,85135,C,60.2,21.11,15.04,1.96,7.86,8.06,3.47,1.44,12.66,24.34,24.77,Bufonidae
Rhinella_icterica,204300,,59.15,28.46,24.5,3.08,10.45,7.38,4.47,2.42,16.67,26.14,26.72,Bufonidae
Rhinella_icterica,204292,,74.54,31.25,26.88,3.62,11.68,7.39,5.52,2.79,19.71,28.82,30.73,Bufonidae
Rhinella_icterica,204293,,66.85,29.37,24.87,3.79,10.4,7.51,4.3,2.8,18.46,24.45,27.49,Bufonidae
Rhinella_icterica,204296,,76.6,30.85,27.46,3.6,11.3,7.09,5.68,2.58,19.1,29.73,28.11,Bufonidae
Rhinella_icterica,204299,,70.06,28.48,25.15,3.62,10.75,6.57,3.67,2.66,20.21,23.12,27.47,Bufonidae
Rhinella_icterica,204297,,136.6,56.12,42.56,8.49,22.95,13.44,8.1,5.76,27.05,50.14,51.01,Bufonidae
Rhinella_icterica,104301,,140.98,52.72,41.78,8.87,20.04,12.44,8.78,6.69,32.71,58.91,51.74,Bufonidae
